measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-02-16 02:53:00,,,,0.0,,10
2019-02-16 04:09:00,,121.0,,,,10
2019-02-16 07:12:00,,,,142.0,,10
2019-02-16 07:51:00,,,222.0,,,10
2019-02-16 07:55:00,,,,327.0,,10
2019-02-16 08:21:00,,122.0,,,,10
2019-02-16 08:27:00,,122.0,,,,10
2019-02-16 08:57:00,129.0,,,,,10
2019-02-16 09:57:00,,124.0,,,910.0,10
2019-02-16 10:00:00,,,,999.0,,10
2019-02-16 10:02:00,,,,1006.0,,10
2019-02-16 10:04:00,,124.0,,,,10
2019-02-16 10:20:00,,,235.0,,,10
2019-02-16 10:24:00,,,,1120.0,,10
2019-02-16 10:25:00,,,,1121.0,,10
2019-02-16 10:35:00,,,,998.0,,10
2019-02-16 11:09:00,,,,689.0,,10
2019-02-16 11:39:00,,,251.0,,,10
2019-02-16 11:44:00,,122.0,,,,10
2019-02-16 12:55:00,,,174.0,,,10
2019-02-16 13:22:00,,,,19.0,,10
2019-02-16 13:40:00,86.0,,,,,10
2019-02-16 13:53:00,,122.0,,,,10
2019-02-16 14:54:00,,,230.0,,,10
2019-02-16 15:03:00,,122.0,,,,10
2019-02-16 15:11:00,,122.0,,,,10
2019-02-16 15:12:00,,122.0,,,,10
2019-02-16 15:38:00,222.0,,,,,10
2019-02-16 16:52:00,,,228.0,,,10
2019-02-16 16:53:00,278.0,,,,,10
2019-02-16 16:54:00,,,,,335.0,10
2019-02-16 16:56:00,,,234.0,,,10
2019-02-16 18:18:00,,122.0,,,,10
2019-02-16 20:16:00,,122.0,,,,10
2019-02-16 20:24:00,,122.0,,,,10
2019-02-16 20:46:00,,122.0,,,,10
2019-02-16 21:01:00,,122.0,,,,10
2019-02-16 22:04:00,,122.0,,,,10
2019-02-16 22:18:00,,122.0,,,,10
2019-02-16 22:56:00,,122.0,,,,10
2019-02-16 23:10:00,,122.0,,,,10
2019-02-16 23:11:00,,122.0,,,,10
