,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2022-01-01,0.1799999999999999,0.06156603773584903
2022-01-02,1.843,0.6652342342342342
2022-01-03,1.937,1.0164695652173912
2022-01-04,1.474,0.5500089285714286
2022-01-05,1.633,0.6299557522123894
2022-01-06,1.937,1.0396460176991151
2022-01-07,1.996,0.9467130434782609
2022-01-08,0.2389999999999999,0.1143035714285714
2022-01-09,1.978,1.0737456140350876
2022-01-10,1.947,1.056283185840708
2022-01-12,1.588,0.6217499999999999
2022-01-13,1.126,0.3394910714285714
2022-01-14,0.433,0.15257798165137612
2022-01-15,0.888,0.35409565217391303
2022-01-16,2.005,0.5562
2022-01-17,0.528,0.23814035087719296
2022-01-18,1.85,0.9194782608695652
2022-01-19,1.49,0.7948947368421052
2022-01-20,1.971,1.072025641025641
2022-01-21,1.973,1.0616694915254237
2022-01-22,1.971,0.8598559322033897
2022-01-23,0.984,0.3566578947368421
2022-01-24,0.042,0.026175925925925898
2022-01-25,0.218,0.11620370370370368
2022-01-26,0.2819999999999999,0.15218644067796608
2022-01-27,0.647,0.23813392857142854
2022-01-28,2.037,1.1054214876033057
2022-01-29,2.002,0.800361344537815
2022-01-30,1.925,0.9633697478991596
2022-01-31,1.973,0.863725
2022-02-01,0.4169999999999999,0.20257264957264956
2022-02-02,0.2369999999999999,0.08174999999999996
2022-02-03,0.816,0.3123418803418803
2022-02-04,1.614,0.4435901639344262
2022-02-05,2.116,1.1026854838709679
2022-02-06,2.246,0.9851599999999999
2022-02-07,2.029,1.084579365079365
2022-02-08,1.979,0.7775322580645161
2022-02-09,1.613,0.34979338842975205
2022-02-10,1.545,0.46527868852459014
2022-02-11,1.986,0.7366016260162602
2022-02-12,2.145,0.7466693548387096
2022-02-13,1.455,0.4699047619047619
2022-02-14,2.132,0.9243064516129033
2022-02-15,1.783,0.8698828125
2022-02-16,0.691,0.16985123966942145
2022-02-17,0.1499999999999999,0.10084251968503935
2022-02-18,2.197,1.1041937984496124
2022-02-19,2.178,1.1463333333333334
2022-02-20,2.087,1.0907557251908397
2022-02-21,1.963,0.6776230769230769
2022-02-22,0.3529999999999999,0.10240650406504062
2022-02-23,1.945,0.6540916030534351
2022-02-24,0.327,0.1471007751937984
2022-02-25,2.202,0.94046875
2022-02-26,2.205,1.2089774436090226
2022-02-27,2.07,1.133179104477612
2022-02-28,2.104,1.083251851851852
2022-03-01,2.035,0.8685488721804511
2022-03-02,1.957,0.948562962962963
2022-03-03,0.645,0.2497121212121212
2022-03-04,1.11,0.6245037037037037
2022-03-05,1.822,0.5481818181818182
2022-03-06,1.407,0.4367593984962405
2022-03-07,1.953,0.4928582677165354
2022-03-08,2.231,1.1795815602836879
2022-03-09,2.216,1.1632230215827337
2022-03-10,0.886,0.35545185185185185
2022-03-11,2.109,0.7814044117647059
2022-03-12,2.255,1.2434539007092198
2022-03-13,2.155,1.1508028169014084
2022-03-14,1.957,0.9429300699300699
2022-03-15,1.964,1.085225352112676
2022-03-16,1.982,0.8987172413793103
2022-03-17,1.712,0.6132620689655173
2022-03-18,0.5809999999999998,0.1875869565217391
2022-03-19,1.192,0.38445454545454544
2022-03-20,2.091,1.0828068965517241
2022-03-21,2.0380000000000003,0.9279931034482758
2022-03-22,0.218,0.07823529411764703
2022-03-23,0.821,0.15655714285714284
2022-03-24,0.4129999999999999,0.11865957446808507
2022-03-25,1.676,0.485578231292517
2022-03-26,2.164,0.8553716216216216
2022-03-27,2.24,1.19586
2022-03-28,2.173,1.0909799999999998
2022-03-29,0.702,0.23984027777777778
2022-03-30,0.4259999999999999,0.12725174825174823
2022-03-31,0.53,0.20674829931972785
2022-04-01,2.177,1.075091503267974
2022-04-02,0.814,0.21060526315789468
2022-04-03,2.03,0.8565135135135135
