,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2022-04-04,0.93,0.2956513157894736
2022-04-05,1.571,0.4946209150326797
2022-04-06,1.777,0.47600657894736836
2022-04-07,0.759,0.274569536423841
2022-04-08,0.928,0.3016645161290322
2022-04-09,2.188,1.1564935897435897
2022-04-10,2.195,0.9620714285714285
2022-04-11,2.074,0.833775641025641
2022-04-12,2.019,0.5348051948051948
2022-04-13,1.271,0.22675333333333333
2022-04-14,2.25,1.03999375
2022-04-15,2.053,0.6155253164556962
2022-04-16,2.142,1.0485802469135803
2022-04-17,2.111,0.7132611464968153
2022-04-18,1.768,0.3315379746835443
2022-04-19,2.1750000000000003,0.9990314465408805
2022-04-20,0.3039999999999999,0.12485534591194966
2022-04-21,2.173,1.1213478260869565
2022-04-22,0.384,0.07265432098765429
2022-04-23,1.925,0.7590240963855421
2022-04-24,2.055,0.8235279503105589
2022-04-25,1.511,0.5911801242236024
2022-04-26,2.195,1.124379518072289
2022-04-27,1.985,0.7751333333333332
2022-04-28,1.691,0.5433742331288343
2022-04-29,1.002,0.35821818181818177
2022-04-30,1.564,0.41740625
2022-05-01,0.4259999999999999,0.11850609756097558
2022-05-02,1.431,0.4485030303030303
2022-05-03,0.884,0.22854248366013072
2022-05-04,2.0460000000000003,1.0296588235294117
2022-05-05,0.536,0.18866666666666665
2022-05-06,0.7069999999999999,0.2827514792899408
2022-05-07,2.055,1.0645730994152047
2022-05-08,1.33,0.4927758620689655
2022-05-09,1.97,1.019041420118343
2022-05-10,1.933,0.8876058823529411
2022-05-11,1.701,0.7983505747126437
2022-05-12,1.868,0.827706896551724
2022-05-13,1.823,0.8958930817610063
2022-05-14,1.927,0.9504651162790697
2022-05-15,0.793,0.22824137931034483
2022-05-16,2.022,0.9241885714285715
2022-05-17,1.322,0.4439590643274854
2022-05-18,1.694,0.43531609195402293
2022-05-19,1.938,0.8758965517241379
2022-05-20,1.723,0.3342285714285714
2022-05-21,1.013,0.3393257142857143
2022-05-22,2.1590000000000003,0.9747514124293786
2022-05-23,2.033,0.8135056818181817
2022-05-24,2.027,0.7215294117647059
2022-05-25,0.7409999999999999,0.2511228070175438
2022-05-26,1.693,0.37981005586592176
2022-05-27,1.028,0.3373195266272189
2022-05-28,1.949,0.9225810055865922
2022-05-29,1.858,0.8414833333333332
2022-05-30,2.05,0.9464692737430168
2022-05-31,1.043,0.36458888888888885
2022-06-01,1.732,0.7038064516129031
2022-06-02,1.998,1.0067222222222223
2022-06-03,1.995,0.999423076923077
2022-06-04,1.568,0.4244597701149425
2022-06-05,1.966,0.8325810055865921
2022-06-06,1.969,0.4957341040462428
2022-06-07,1.923,0.9275195530726258
2022-06-08,2.015,0.5335141242937853
2022-06-09,1.954,0.9681208791208792
2022-06-10,1.079,0.3072131147540983
2022-06-11,1.54,0.40087709497206697
2022-06-12,1.876,0.7909508196721311
2022-06-13,1.615,0.4906132596685083
2022-06-14,1.856,0.9385801104972377
2022-06-15,1.906,0.9210730337078651
2022-06-16,1.952,0.9875414364640884
2022-06-17,1.894,0.9488333333333333
2022-06-18,1.931,0.9700054347826087
2022-06-19,1.933,0.9497771739130434
2022-06-20,1.924,0.9759615384615384
2022-06-21,1.859,0.9403743016759777
2022-06-22,1.875,0.9356885245901639
2022-06-23,1.839,0.9345191256830601
2022-06-24,1.927,0.9180710382513662
2022-06-25,1.052,0.2968851351351351
2022-06-26,2.021,1.0022666666666666
2022-06-27,1.938,0.9783626373626373
2022-06-28,1.996,0.9711703296703296
2022-06-29,1.855,0.9446408839779005
2022-06-30,1.933,0.9185737704918032
2022-07-01,1.067,0.4447845303867403
2022-07-02,1.944,0.9325944444444444
2022-07-03,1.869,0.9483999999999999
2022-07-04,1.632,0.40356593406593405
2022-07-05,1.944,0.8737758620689655
2022-07-06,1.773,0.6518508287292818
2022-07-07,1.54,0.5314055555555555
2022-07-08,0.69,0.21955932203389827
2022-07-09,1.942,0.9220388888888889
2022-07-10,1.932,0.9149333333333333
2022-07-11,1.927,0.6237292817679558
2022-07-12,1.94,0.9501270718232043
2022-07-13,1.949,0.9070614525139665
2022-07-14,1.868,0.9524157303370786
2022-07-15,1.213,0.24979069767441855
2022-07-16,0.701,0.2919367816091954
2022-07-17,1.514,0.5189771428571428
2022-07-18,1.829,0.9303240223463687
2022-07-19,1.98,0.9243333333333333
2022-07-20,2.026,0.8802090395480225
2022-07-21,1.904,0.9185367231638417
2022-07-22,1.966,0.8889329608938548
2022-07-23,1.865,0.7850116959064327
2022-07-24,1.762,0.6836666666666666
2022-07-25,1.64,0.7225084745762712
2022-07-26,1.928,0.7500755813953489
2022-07-27,1.958,0.7768857142857142
2022-07-28,1.98,0.9116411764705882
2022-07-29,2.002,0.9566936416184971
2022-07-30,2.049,0.9200402298850574
2022-07-31,2.006,0.8289540229885057
2022-08-01,1.914,0.9308953488372094
2022-08-02,1.882,0.9119186046511628
2022-08-03,1.207,0.3025087719298245
2022-08-04,1.87,0.5844795321637427
2022-08-05,1.994,0.8647076023391813
2022-08-06,1.875,0.7377411764705882
2022-08-07,0.575,0.17672463768115937
2022-08-08,0.8549999999999999,0.2921036585365853
2022-08-09,2.093,0.9455232558139535
2022-08-10,1.976,0.9196904761904763
2022-08-11,1.954,0.9112634730538921
2022-08-12,0.793,0.26638787878787873
2022-08-13,1.878,0.43667682926829265
2022-08-14,1.166,0.2904596273291925
2022-08-15,1.885,0.7171533742331289
2022-08-16,1.955,0.903
2022-08-17,2.001,0.9119329268292682
2022-08-18,2.092,0.9776024096385543
2022-08-19,1.964,0.69703125
2022-08-20,0.69,0.25861111111111107
2022-08-21,1.633,0.6792530864197531
2022-08-22,2.158,0.8402424242424241
2022-08-23,2.158,0.7935093167701863
2022-08-24,1.916,0.9239259259259258
2022-08-25,1.699,0.5660875
2022-08-26,1.908,0.7017469135802469
2022-08-27,2.01,0.9182
2022-08-28,1.941,0.7231375
2022-08-29,1.55,0.3405833333333333
2022-08-30,1.96,1.008825
2022-08-31,1.911,0.9956560509554139
2022-09-01,1.941,0.8722578616352201
2022-09-02,1.929,0.8397922077922078
2022-09-03,1.831,0.6552266666666666
2022-09-04,0.8609999999999999,0.3143202614379085
2022-09-05,1.509,0.4996133333333333
2022-09-06,1.959,0.8899096774193549
2022-09-07,1.955,0.9008445945945945
2022-09-08,1.94,0.9865555555555554
2022-09-09,1.944,1.0141883116883117
2022-09-10,1.854,0.6927933333333333
2022-09-11,0.389,0.13980272108843533
2022-09-12,0.4829999999999999,0.206531914893617
2022-09-13,1.881,0.9778223684210525
2022-09-14,1.767,0.9358926174496645
2022-09-15,1.912,0.9228399999999999
2022-09-16,1.918,0.9298322147651006
2022-09-17,1.847,0.5162054794520547
2022-09-18,1.863,0.914469387755102
2022-09-19,1.838,0.991265306122449
2022-09-20,1.81,0.9670612244897958
2022-09-21,1.846,0.836298611111111
2022-09-22,2.007,1.0528287671232877
2022-09-23,0.779,0.2750272108843537
2022-09-24,1.331,0.46072661870503595
2022-09-25,1.712,0.5514335664335663
2022-09-26,2.1,0.8791805555555556
2022-09-27,2.026,1.0846
2022-09-28,1.984,1.0605416666666665
2022-09-29,1.961,1.0263655172413793
2022-09-30,1.903,1.0274822695035462
2022-10-01,1.901,1.0119084507042253
2022-10-02,1.898,0.8552464788732393
2022-10-03,1.859,1.0134928571428572
2022-10-04,1.833,0.9548142857142857
2022-10-05,1.992,0.801525925925926
2022-10-06,1.788,0.6502391304347827
2022-10-07,1.964,1.020036231884058
2022-10-08,2.015,1.061927536231884
2022-10-09,1.887,0.945110294117647
2022-10-10,1.809,0.9816176470588235
2022-10-11,1.211,0.20769852941176467
2022-10-12,1.873,0.6767086614173228
2022-10-13,1.766,0.5858805970149253
2022-10-14,1.933,0.6454609375
2022-10-15,1.977,0.9630518518518518
2022-10-16,1.953,0.5649398496240602
2022-10-17,0.898,0.3059772727272727
2022-10-18,1.951,1.0563560606060605
2022-10-19,2.003,1.030829457364341
2022-10-20,1.837,1.0093953488372092
2022-10-21,1.813,0.9916821705426356
2022-10-22,1.774,0.9495076923076923
2022-10-23,1.709,0.8888650793650794
2022-10-24,0.831,0.2740625
2022-10-25,0.392,0.09262809917355369
2022-10-26,1.908,1.0673225806451612
2022-10-27,1.771,0.838031746031746
2022-10-28,1.814,0.9548307692307693
2022-10-29,1.786,0.9753888888888889
2022-10-30,1.326,0.30800819672131147
2022-10-31,1.276,0.5224444444444445
2022-11-01,1.769,0.9431171875
2022-11-02,1.747,0.9602601626016259
2022-11-03,1.758,0.807368
2022-11-04,0.531,0.14447272727272725
2022-11-05,0.3519999999999999,0.09271296296296293
2022-11-06,1.704,0.757139344262295
2022-11-07,1.835,0.942608
2022-11-08,1.696,0.8552439024390244
2022-11-09,1.663,0.8764249999999999
2022-11-10,1.656,0.8176974789915966
2022-11-11,1.769,0.8007796610169492
2022-11-12,0.385,0.17614414414414412
2022-11-13,1.922,0.6594416666666666
2022-11-14,1.873,0.746375
2022-11-15,0.33,0.10989380530973449
2022-11-16,0.1489999999999999,0.04491999999999997
2022-11-17,1.336,0.26957894736842103
2022-11-18,0.259,0.12741379310344825
2022-11-19,1.562,0.47636752136752136
2022-11-20,1.88,1.0025897435897435
2022-11-21,1.787,0.9634529914529915
2022-11-22,1.729,0.9145593220338982
2022-11-23,1.727,0.8685090909090909
2022-11-24,1.123,0.31004504504504504
2022-11-25,1.738,0.9433706896551723
2022-11-26,1.794,0.9581491228070176
2022-11-27,0.404,0.16869369369369366
2022-11-28,1.002,0.2989911504424778
2022-11-29,0.902,0.11848148148148147
2022-11-30,1.825,0.7364054054054054
2022-12-01,1.824,0.9580089285714285
2022-12-02,1.422,0.5281651376146789
2022-12-03,1.835,0.9979642857142856
2022-12-04,1.781,0.9672342342342343
2022-12-05,0.989,0.29982882882882883
2022-12-06,1.049,0.2764259259259259
2022-12-07,0.6129999999999999,0.25749107142857136
2022-12-08,1.108,0.3626846846846846
2022-12-09,0.133,0.04727450980392154
2022-12-10,0.0749999999999999,0.038499999999999965
2022-12-11,0.378,0.13438834951456308
2022-12-12,0.3439999999999999,0.12995327102803733
2022-12-13,0.379,0.1121188118811881
2022-12-14,0.069,0.036646464646464615
2022-12-15,0.2439999999999999,0.07399999999999998
2022-12-16,0.109,0.041653061224489765
2022-12-17,0.137,0.05019626168224294
2022-12-18,1.873,0.9360733944954128
2022-12-19,1.422,0.5366513761467889
2022-12-20,0.798,0.19690909090909087
2022-12-21,0.3459999999999999,0.15697142857142854
2022-12-22,0.048,0.019068627450980365
2022-12-23,0.066,0.03026262626262623
2022-12-24,0.189,0.10033653846153844
2022-12-25,0.26,0.13387878787878785
2022-12-26,0.0609999999999999,0.030205882352941138
2022-12-27,0.23,0.10210476190476186
2022-12-28,1.74,0.6519999999999999
2022-12-29,1.444,0.6452162162162162
2022-12-30,1.335,0.5281018518518518
2022-12-31,1.446,0.40428971962616816
