measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_2__430,poa_irradiance__421,system_id
2019-01-15 00:20:00,,122.0,,,,,10
2019-01-15 02:58:00,,,0.0,,,,10
2019-01-15 03:05:00,,122.0,,,,,10
2019-01-15 03:18:00,,122.0,,,,,10
2019-01-15 03:33:00,,122.0,,,,,10
2019-01-15 03:51:00,,122.0,,,,,10
2019-01-15 03:58:00,,122.0,,,,,10
2019-01-15 07:27:00,,,159.0,,,,10
2019-01-15 09:06:00,491.0,,,,,,10
2019-01-15 09:23:00,,,,,,702.0,10
2019-01-15 10:37:00,,,,,41.0,,10
2019-01-15 10:49:00,,,226.0,,,,10
2019-01-15 10:52:00,,,,1032.0,,,10
2019-01-15 11:18:00,,,,1059.0,,,10
2019-01-15 11:26:00,,,,,,1019.0,10
2019-01-15 11:34:00,,,,,,1038.0,10
2019-01-15 11:37:00,,,,,,1044.0,10
2019-01-15 11:42:00,,,,1102.0,,,10
2019-01-15 11:51:00,,,,1103.0,,,10
2019-01-15 11:58:00,,,,1105.0,,,10
2019-01-15 12:03:00,,,,1080.0,,,10
2019-01-15 12:05:00,,,,1006.0,,,10
2019-01-15 12:06:00,,,,1096.0,,,10
2019-01-15 12:09:00,,,,1082.0,,,10
2019-01-15 12:11:00,,,,1114.0,,,10
2019-01-15 12:15:00,,,,1100.0,,,10
2019-01-15 12:22:00,,,,,,1061.0,10
2019-01-15 12:24:00,,,,,,1062.0,10
2019-01-15 12:25:00,,,,1103.0,,,10
2019-01-15 12:26:00,,,224.0,,,,10
2019-01-15 12:31:00,,,,1100.0,,,10
2019-01-15 12:33:00,,,,,,1045.0,10
2019-01-15 12:34:00,,,,1085.0,,1045.0,10
2019-01-15 12:40:00,892.0,,,,,,10
2019-01-15 12:42:00,,,,1063.0,,,10
2019-01-15 12:53:00,882.0,,,,,,10
2019-01-15 12:57:00,,,,1068.0,,,10
2019-01-15 12:59:00,,124.0,,,,,10
2019-01-15 13:10:00,,,,1034.0,,,10
2019-01-15 13:14:00,,,,1015.0,,,10
2019-01-15 13:20:00,,,,1063.0,,,10
2019-01-15 13:22:00,,,,1130.0,,,10
2019-01-15 13:35:00,,,,945.0,,,10
2019-01-15 13:55:00,,123.0,,,,,10
2019-01-15 14:50:00,,,230.0,,,,10
2019-01-15 14:56:00,,,231.0,,,,10
2019-01-15 15:28:00,,,,378.0,,,10
2019-01-15 16:24:00,,122.0,,,,,10
2019-01-15 16:43:00,,122.0,,,,,10
2019-01-15 16:59:00,,,,,,0.0,10
2019-01-15 21:41:00,,,0.0,,,,10
