measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_3__431,poa_irradiance__421,system_id
2019-01-20 00:01:00,,123.0,,,,,10
2019-01-20 00:06:00,,123.0,,,,,10
2019-01-20 01:09:00,,,0.0,,,,10
2019-01-20 01:48:00,,,0.0,,,,10
2019-01-20 06:37:00,,,0.0,,,,10
2019-01-20 08:12:00,,123.0,,,,,10
2019-01-20 08:22:00,,,237.0,,,,10
2019-01-20 08:49:00,,124.0,,,,,10
2019-01-20 08:50:00,,124.0,,,,,10
2019-01-20 08:55:00,,124.0,,,,,10
2019-01-20 09:02:00,,124.0,,,,,10
2019-01-20 09:06:00,,,,,,0.0,10
2019-01-20 09:08:00,,,242.0,,,,10
2019-01-20 09:18:00,,,,724.0,,,10
2019-01-20 09:26:00,,,,,,668.0,10
2019-01-20 10:17:00,,,229.0,,,,10
2019-01-20 10:46:00,,,,,,771.0,10
2019-01-20 11:01:00,,,,624.0,,,10
2019-01-20 11:10:00,,,,,,582.0,10
2019-01-20 11:28:00,,,251.0,,,,10
2019-01-20 11:34:00,,,,,35.0,,10
2019-01-20 11:40:00,,,,1008.0,,,10
2019-01-20 11:46:00,,,,1139.0,,,10
2019-01-20 11:47:00,,125.0,,,,,10
2019-01-20 11:48:00,,125.0,,,,,10
2019-01-20 11:56:00,,,,1145.0,,,10
2019-01-20 12:02:00,,,,,,1027.0,10
2019-01-20 12:07:00,,,,1089.0,,,10
2019-01-20 12:08:00,,,,,,1036.0,10
2019-01-20 12:12:00,,,,,,1030.0,10
2019-01-20 12:14:00,,,223.0,,,,10
2019-01-20 12:17:00,,,,1131.0,,,10
2019-01-20 12:18:00,920.0,,,,,,10
2019-01-20 12:39:00,,,,1129.0,,,10
2019-01-20 12:42:00,,,,1126.0,,,10
2019-01-20 12:46:00,,,,,,748.0,10
2019-01-20 12:49:00,,,215.0,,,,10
2019-01-20 13:10:00,,,,,,691.0,10
2019-01-20 13:35:00,,124.0,,,,,10
2019-01-20 13:36:00,,124.0,,,,,10
2019-01-20 13:37:00,,124.0,,,,,10
2019-01-20 13:48:00,,124.0,,,,,10
2019-01-20 13:55:00,,124.0,,,,,10
2019-01-20 14:01:00,,,,813.0,,,10
2019-01-20 14:15:00,,,,,,826.0,10
2019-01-20 14:19:00,784.0,,,,,,10
2019-01-20 14:44:00,,,,915.0,,,10
2019-01-20 14:48:00,,124.0,,,,,10
2019-01-20 14:58:00,,,,,31.0,,10
2019-01-20 14:59:00,,,,,,592.0,10
2019-01-20 15:35:00,178.0,,,,,,10
2019-01-20 16:04:00,,,,,,161.0,10
2019-01-20 17:14:00,,122.0,,,,,10
2019-01-20 17:20:00,,122.0,,,,,10
2019-01-20 19:32:00,,,0.0,,,,10
2019-01-20 21:49:00,,122.0,,,,,10
2019-01-20 22:13:00,,,0.0,,,,10
2019-01-20 22:44:00,,,0.0,,,,10
2019-01-20 23:16:00,,,0.0,,,,10
