measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-02-23 00:28:00,,,,,0.0,10
2019-02-23 00:29:00,,,,,0.0,10
2019-02-23 00:39:00,,,,,0.0,10
2019-02-23 00:43:00,,,,,0.0,10
2019-02-23 00:46:00,,,,,0.0,10
2019-02-23 00:48:00,,,,0.0,,10
2019-02-23 00:52:00,,,,,0.0,10
2019-02-23 00:55:00,,,,,0.0,10
2019-02-23 01:16:00,,,,,0.0,10
2019-02-23 01:19:00,,,,,0.0,10
2019-02-23 01:20:00,,,,,0.0,10
2019-02-23 01:23:00,,,,,0.0,10
2019-02-23 01:24:00,,,,,0.0,10
2019-02-23 01:25:00,,,,,0.0,10
2019-02-23 01:44:00,,,,,0.0,10
2019-02-23 02:05:00,,,,,0.0,10
2019-02-23 02:42:00,,,,,0.0,10
2019-02-23 02:43:00,,,,,0.0,10
2019-02-23 02:45:00,,,,,0.0,10
2019-02-23 02:56:00,,,,,0.0,10
2019-02-23 02:58:00,,,,,0.0,10
2019-02-23 05:54:00,,122.0,,,,10
2019-02-23 06:09:00,,122.0,,,,10
2019-02-23 07:50:00,,122.0,,,,10
2019-02-23 08:16:00,,,159.0,,,10
2019-02-23 08:25:00,,,159.0,,,10
2019-02-23 08:49:00,123.0,,,148.0,,10
2019-02-23 08:52:00,152.0,,,,,10
2019-02-23 09:11:00,,,181.0,,,10
2019-02-23 09:43:00,,,,,791.0,10
2019-02-23 10:23:00,,,,,1043.0,10
2019-02-23 10:28:00,635.0,,,,,10
2019-02-23 10:45:00,,,,,931.0,10
2019-02-23 10:53:00,,,,,1071.0,10
2019-02-23 10:56:00,740.0,,,,,10
2019-02-23 11:06:00,,,,,1129.0,10
2019-02-23 11:17:00,,,,,1155.0,10
2019-02-23 11:18:00,,,,1229.0,,10
2019-02-23 11:20:00,1048.0,,,,,10
2019-02-23 11:21:00,1044.0,,,,,10
2019-02-23 11:23:00,,,233.0,,,10
2019-02-23 11:29:00,1057.0,,,,,10
2019-02-23 11:31:00,1059.0,,,,,10
2019-02-23 11:32:00,1060.0,,,,,10
2019-02-23 11:36:00,1055.0,,,,,10
2019-02-23 11:38:00,1059.0,,,,,10
2019-02-23 11:42:00,1059.0,,,1293.0,,10
2019-02-23 11:45:00,1056.0,,,,,10
2019-02-23 11:47:00,,,,,1207.0,10
2019-02-23 11:50:00,,,,1300.0,,10
2019-02-23 11:53:00,,,,,1211.0,10
2019-02-23 11:54:00,,,239.0,,,10
2019-02-23 12:00:00,1067.0,,,1299.0,,10
2019-02-23 12:04:00,,,,1288.0,,10
2019-02-23 12:05:00,,,,,1211.0,10
2019-02-23 12:09:00,,,,,1209.0,10
2019-02-23 12:14:00,,,,,1207.0,10
2019-02-23 12:28:00,1046.0,,230.0,,,10
2019-02-23 12:29:00,1050.0,,,,,10
2019-02-23 12:30:00,,,,,1211.0,10
2019-02-23 12:32:00,,,,,1212.0,10
2019-02-23 12:33:00,1058.0,,,,,10
2019-02-23 12:39:00,1080.0,,,,,10
2019-02-23 12:42:00,1090.0,,,,,10
2019-02-23 12:45:00,,,,,1211.0,10
2019-02-23 12:49:00,,,,,1213.0,10
2019-02-23 12:56:00,,,,,1229.0,10
2019-02-23 12:58:00,,,,,1237.0,10
2019-02-23 13:03:00,,,,,1217.0,10
2019-02-23 13:05:00,,124.0,,,,10
2019-02-23 13:18:00,,,251.0,,,10
2019-02-23 13:19:00,,,250.0,1377.0,,10
2019-02-23 13:20:00,,,,1374.0,,10
2019-02-23 13:32:00,156.0,,,,,10
2019-02-23 13:36:00,,,,,1053.0,10
2019-02-23 13:38:00,,,,1032.0,,10
2019-02-23 13:40:00,,125.0,,,,10
2019-02-23 13:41:00,1039.0,,,,,10
2019-02-23 13:42:00,,,,1303.0,,10
2019-02-23 13:48:00,1038.0,,,,1131.0,10
2019-02-23 13:59:00,,,,,1115.0,10
2019-02-23 14:01:00,,,,,1099.0,10
2019-02-23 14:02:00,,,,1250.0,,10
2019-02-23 14:04:00,,,,,1086.0,10
2019-02-23 14:10:00,,,,,1059.0,10
2019-02-23 14:15:00,,,,,1045.0,10
2019-02-23 14:28:00,,,,1161.0,,10
2019-02-23 14:31:00,,,,,1039.0,10
2019-02-23 14:32:00,,125.0,,,,10
2019-02-23 14:38:00,,,,1101.0,,10
2019-02-23 15:34:00,,,,,722.0,10
2019-02-23 16:10:00,,,,,545.0,10
2019-02-23 16:52:00,,,216.0,,,10
2019-02-23 17:12:00,,122.0,,,,10
2019-02-23 19:00:00,,122.0,,,,10
2019-02-23 21:49:00,,122.0,,,,10
2019-02-23 21:58:00,,122.0,,,,10
2019-02-23 23:34:00,,122.0,,,,10
2019-02-23 23:42:00,,122.0,,,,10
2019-02-23 23:45:00,,122.0,,,,10
