measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2018-12-28 00:37:00,,,0.0,,,10
2018-12-28 02:50:00,,122.0,,,,10
2018-12-28 04:39:00,,,0.0,,,10
2018-12-28 04:46:00,,,0.0,,,10
2018-12-28 04:50:00,,,0.0,,,10
2018-12-28 06:18:00,,121.0,,,,10
2018-12-28 07:12:00,,122.0,,,,10
2018-12-28 08:19:00,33.0,,,,,10
2018-12-28 09:11:00,,,246.0,,,10
2018-12-28 09:17:00,,122.0,,,,10
2018-12-28 09:58:00,,122.0,,,,10
2018-12-28 09:59:00,,122.0,,,,10
2018-12-28 10:16:00,,,,,192.0,10
2018-12-28 11:06:00,,122.0,,,,10
2018-12-28 11:08:00,126.0,,,,,10
2018-12-28 11:10:00,,,,192.0,,10
2018-12-28 11:15:00,,122.0,,,,10
2018-12-28 11:19:00,,,229.0,,,10
2018-12-28 11:37:00,,,253.0,,,10
2018-12-28 11:42:00,,,,221.0,,10
2018-12-28 11:44:00,,,,,204.0,10
2018-12-28 12:51:00,,,,,1051.0,10
2018-12-28 13:01:00,,,,1228.0,,10
2018-12-28 13:21:00,,,220.0,,,10
2018-12-28 13:34:00,204.0,,,,,10
2018-12-28 13:35:00,192.0,,,,,10
2018-12-28 13:40:00,143.0,,,,,10
2018-12-28 13:44:00,,,228.0,,,10
2018-12-28 13:54:00,152.0,,,,,10
2018-12-28 13:56:00,,,,202.0,,10
2018-12-28 14:20:00,,,243.0,,,10
2018-12-28 14:23:00,,122.0,,,,10
2018-12-28 14:26:00,,122.0,,,,10
2018-12-28 14:52:00,,,,,214.0,10
2018-12-28 15:33:00,,,196.0,,,10
2018-12-28 16:52:00,,,,,0.0,10
2018-12-28 17:02:00,,121.0,,,,10
2018-12-28 17:10:00,,121.0,,,,10
2018-12-28 17:56:00,,121.0,,,,10
2018-12-28 18:57:00,,,0.0,,,10
2018-12-28 19:02:00,,121.0,,,,10
2018-12-28 22:17:00,,122.0,,,,10
2018-12-28 22:28:00,,122.0,,,,10
2018-12-28 23:12:00,,122.0,,,,10
