measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,system_id
2022-06-30 00:00:00,1.6351,-1.3293,119.46,18.663,13.201,19.898,0.00585,-0.1062,0.00044,17.65,17.051,17.164,17.229,10
2022-06-30 00:01:00,1.6351,-1.3846,119.39,18.64,13.198,19.889,-0.00128,0.16374,0.00012,17.649,17.092,17.167,17.202,10
2022-06-30 00:02:00,1.6359,-1.3514,119.41,18.639,13.198,19.889,0.01097,-0.15931,-0.00221,17.675,17.11,17.259,17.283,10
2022-06-30 00:03:00,1.6364,-1.3292,119.34,18.694,13.2,19.878,0.00128,-0.52661,-0.0007399999999999,17.693,17.137,17.293,17.318,10
2022-06-30 00:04:00,1.6359,-1.3292,119.36,18.743,13.2,19.864,-0.0003699999999999,0.2743599999999999,-0.0022699999999999,17.686,17.189,17.322,17.346,10
2022-06-30 00:05:00,1.6353,-1.296,119.36,18.788,13.199,19.862,-0.00018,0.21684,0.00141,17.716,17.235,17.32,17.331,10
2022-06-30 00:06:00,1.6362,-1.3182,119.43,18.793,13.199,19.846,0.00804,0.01328,0.00393,17.705,17.183,17.314,17.32,10
2022-06-30 00:07:00,1.6364,-1.3736,119.38,18.773,13.198,19.84,0.0043899999999999,-0.6195399999999999,-0.0008899999999999,17.698,17.218,17.286,17.272,10
2022-06-30 00:08:00,1.6364,-1.3071,119.41,18.754,13.199,19.84,0.01115,-0.20799,0.00031,17.694,17.191,17.325,17.305,10
2022-06-30 00:09:00,1.6362,-1.3846,119.47,18.757,13.199,19.837,0.0056699999999999,-0.08851,-0.0016,17.715,17.264,17.347,17.278,10
2022-06-30 00:10:00,1.6367,-1.3514,119.48,18.747,13.199,19.817,0.01005,0.23454,0.00478,17.722,17.26,17.319,17.267,10
2022-06-30 00:11:00,1.6365,-1.296,119.52,18.713,13.199,19.817,0.00749,-0.6726499999999999,-0.00111,17.73,17.197,17.345,17.278,10
2022-06-30 00:12:00,1.6359,-1.3736,119.52,18.661,13.198,19.817,0.00201,-0.4292699999999999,-0.00314,17.718,17.233,17.308,17.232,10
2022-06-30 00:13:00,1.6373,-1.3182,119.53,18.627,13.198,19.818,-0.0003699999999999,0.34076,0.0037399999999999,17.701,17.18,17.299,17.272,10
2022-06-30 00:14:00,1.6362,-1.3071,119.51,18.595,13.196,19.818,0.0047499999999999,0.13719,-0.0030999999999999,17.7,17.179,17.321,17.234,10
2022-06-30 00:15:00,1.6354,-1.3736,119.52,18.547,13.197,19.818,-0.0073099999999999,0.2655299999999999,-0.0066499999999999,17.688,17.137,17.31,17.261,10
2022-06-30 00:16:00,1.6365,-1.429,119.46,18.53,13.197,19.818,-0.0031099999999999,-0.3142099999999999,0.00175,17.69,17.166,17.321,17.242,10
2022-06-30 00:17:00,1.6371,-1.4179,119.42,18.518,13.197,19.818,0.00859,0.11064,-0.0017099999999999,17.677,17.214,17.345,17.265,10
2022-06-30 00:18:00,1.6368,-1.3958,119.42,18.504,13.197,19.819,0.00932,0.1903,0.0008899999999999,17.702,17.207,17.408,17.347,10
2022-06-30 00:19:00,1.6373,-1.3625,119.42,18.509,13.198,19.817,0.0117,-0.37174,-0.00388,17.722,17.289,17.464,17.366,10
2022-06-30 00:20:00,1.636,-1.3625,119.36,18.536,13.198,19.805,0.00804,-0.40272,-0.00264,17.738,17.354,17.485,17.397,10
2022-06-30 00:21:00,1.636,-1.3847,119.06,18.602,13.197,19.799,0.0060299999999999,0.0929299999999999,-0.0050899999999999,17.748,17.435,17.593,17.499,10
2022-06-30 00:22:00,1.6351,-1.3847,119.05,18.679,13.196,19.801,0.0056699999999999,-0.1593199999999999,-0.00215,17.791,17.576,17.659,17.586,10
